City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Kiama,AU,2022-04-30 20:15:23,-34.6833,150.8667,57.99,73,0,3.0
294,Valparaiso,CL,2022-04-30 20:15:23,-33.0393,-71.6273,77.23,51,0,16.11
295,Sandviken,SE,2022-04-30 20:15:24,60.6167,16.7667,46.11,59,93,4.38
296,Grand Gaube,MU,2022-04-30 20:15:24,-20.0064,57.6608,77.4,81,3,1.99
297,Launceston,AU,2022-04-30 20:12:42,-41.45,147.1667,57.79,90,75,14.97
298,Walvis Bay,NA,2022-04-30 20:15:25,-22.9575,14.5053,57.09,88,0,2.3
299,Deputatskiy,RU,2022-04-30 20:15:26,69.3,139.9,6.98,86,24,2.84
300,Pemangkat,ID,2022-04-30 20:15:26,1.1667,108.9667,78.89,85,100,4.7
301,Thompson,CA,2022-04-30 20:14:17,55.7435,-97.8558,36.1,96,100,9.35
302,Comodoro Rivadavia,AR,2022-04-30 20:12:45,-45.8667,-67.5,49.86,62,40,10.36
303,Bergkamen,DE,2022-04-30 20:15:27,51.6333,7.6333,53.29,71,0,3.44
304,Filadelfia,US,2022-04-30 20:07:15,39.9523,-75.1638,70.18,18,40,12.66
305,Slave Lake,CA,2022-04-30 20:15:28,55.2834,-114.769,44.58,70,100,6.91
306,Oum Hadjer,TD,2022-04-30 20:15:28,13.2954,19.6966,96.39,21,79,4.7
307,Ostrovnoy,RU,2022-04-30 20:15:29,68.0531,39.5131,18.36,83,93,10.4
308,Calbuco,CL,2022-04-30 20:15:29,-41.768,-73.1273,54.61,73,98,4.29
309,Isangel,VU,2022-04-30 20:15:30,-19.55,169.2667,78.58,90,100,9.82
310,Makat,KZ,2022-04-30 20:15:31,47.6469,53.3463,56.17,76,35,21.0
311,Nantucket,US,2022-04-30 20:13:17,41.2835,-70.0995,55.54,47,0,12.66
312,Wolfsberg,AT,2022-04-30 20:15:31,46.8406,14.8442,58.51,72,99,3.24
313,Okmulgee,US,2022-04-30 20:15:32,35.6234,-95.9605,74.01,38,0,11.5
314,Umm Lajj,SA,2022-04-30 20:15:32,25.0213,37.2685,86.04,46,19,9.04
315,Creston,US,2022-04-30 20:15:33,41.0586,-94.3614,50.34,100,100,25.32
316,Oriximina,BR,2022-04-30 20:15:34,-1.7656,-55.8661,81.95,87,62,2.89
317,Araripe,BR,2022-04-30 20:15:34,-7.2125,-40.0461,78.22,53,100,6.89
318,Xai-Xai,MZ,2022-04-30 20:15:35,-25.0519,33.6442,73.09,78,99,19.3
319,Jieshi,CN,2022-04-30 20:16:35,22.8134,115.8257,74.95,91,100,16.13
320,Ekhabi,RU,2022-04-30 20:16:36,53.5102,142.9671,30.13,98,100,4.41
321,Laguna,US,2022-04-30 20:16:36,38.421,-121.4238,81.43,38,0,5.99
322,Manado,ID,2022-04-30 20:14:03,1.487,124.8455,77.77,94,40,2.55
323,Vavoua,CI,2022-04-30 20:16:37,7.3819,-6.4778,75.02,89,90,7.16
324,Kysyl-Syr,RU,2022-04-30 20:12:20,63.8986,122.7617,33.1,98,100,11.45
325,Ossora,RU,2022-04-30 20:16:37,59.2353,163.0719,24.44,89,55,4.29
326,Dingle,PH,2022-04-30 20:16:38,10.9995,122.6711,76.75,86,100,5.93
327,Monduli,TZ,2022-04-30 20:16:38,-3.3,36.45,62.8,88,97,6.38
328,Chavakkad,IN,2022-04-30 20:16:38,10.5333,76.05,84.34,79,72,8.03
329,Bairiki,KI,2022-04-30 20:16:39,1.3292,172.9752,78.8,94,75,1.14
330,Yushala,RU,2022-04-30 20:16:39,57.0761,64.2601,36.25,60,84,3.65
331,Georgetown,MY,2022-04-30 20:16:30,5.4112,100.3354,82.33,93,20,3.44
332,Bapatla,IN,2022-04-30 20:16:40,15.9,80.4667,83.26,84,3,13.09
333,Balikpapan,ID,2022-04-30 20:16:40,-1.2675,116.8289,76.19,100,20,2.3
334,Sabang,ID,2022-04-30 20:16:40,5.8933,95.3214,84.02,75,100,8.1
335,Horodnya,UA,2022-04-30 20:16:41,51.8909,31.5974,41.09,67,16,5.53
336,San Ramon,US,2022-04-30 20:13:15,37.7799,-121.978,78.82,56,0,17.27
337,Sandwick,GB,2022-04-30 20:16:41,60.0,-1.25,44.42,87,100,12.66
338,Bilma,NE,2022-04-30 20:16:42,18.6853,12.9164,95.68,8,62,5.73
339,Noumea,NC,2022-04-30 20:15:34,-22.2763,166.4572,75.99,99,74,10.69
340,Cabedelo,BR,2022-04-30 20:14:11,-6.9811,-34.8339,81.27,75,100,15.37
341,Chicama,PE,2022-04-30 20:16:42,-7.8447,-79.1469,63.14,59,32,9.42
342,Road Town,VG,2022-04-30 20:16:43,18.4167,-64.6167,78.89,94,75,6.91
343,Bonfim,BR,2022-04-30 20:16:43,3.0833,-59.95,86.38,56,98,1.88
344,Asau,RO,2022-04-30 20:13:08,46.4333,26.4,47.32,97,68,2.86
345,Kontagora,NG,2022-04-30 20:16:43,10.3999,5.4695,82.89,55,84,8.25
346,Dandong,CN,2022-04-30 20:16:44,40.1292,124.3947,42.89,35,7,1.16
347,Narasannapeta,IN,2022-04-30 20:16:44,18.4167,84.05,80.08,94,16,6.98
348,Port Augusta,AU,2022-04-30 20:16:45,-32.5,137.7667,56.23,64,0,3.91
349,Krasnoye,UA,2022-04-30 20:16:45,49.9145,24.6134,46.42,69,22,5.19
350,Poum,NC,2022-04-30 20:16:45,-20.2333,164.0167,75.97,78,2,6.64
351,Neckargemund,DE,2022-04-30 20:16:46,49.3922,8.7942,52.02,92,100,3.04
352,Burnie,AU,2022-04-30 20:16:46,-41.0667,145.9167,57.94,94,99,14.2
353,Tuatapere,NZ,2022-04-30 20:16:47,-46.1333,167.6833,58.39,75,100,12.1
354,Imeni Poliny Osipenko,RU,2022-04-30 20:16:47,52.4201,136.4853,27.73,89,100,5.06
355,Sampit,ID,2022-04-30 20:16:47,-2.5333,112.95,73.44,98,100,0.87
356,Thanh Hoa,VN,2022-04-30 20:14:04,19.8,105.7667,75.63,90,100,1.9
357,Huarmey,PE,2022-04-30 20:16:48,-10.0681,-78.1522,72.37,74,68,11.63
358,Miraflores,MX,2022-04-30 20:16:48,19.2167,-98.8083,79.45,33,74,4.76
359,Kichmengskiy Gorodok,RU,2022-04-30 20:16:49,59.9816,45.7854,25.38,86,12,4.7
360,Bhinmal,IN,2022-04-30 20:16:49,25.0,72.25,85.98,51,0,15.93
361,Vaitape,PF,2022-04-30 20:16:50,-16.5167,-151.75,81.3,72,8,15.75
362,Ovalle,CL,2022-04-30 20:16:50,-30.5983,-71.2003,79.05,26,0,4.32
363,Sao Felix Do Xingu,BR,2022-04-30 20:16:50,-6.6447,-51.995,79.9,86,81,2.42
364,Paso De Los Toros,UY,2022-04-30 20:16:51,-32.8167,-56.5167,55.87,71,100,3.78
365,Bowen,AU,2022-04-30 20:16:51,-20.0167,148.2333,69.93,90,5,9.93
366,Yinchuan,CN,2022-04-30 20:16:52,38.4681,106.2731,50.94,14,0,3.8
367,Sinegorye,RU,2022-04-30 20:17:52,62.0788,150.477,19.8,91,33,3.56
368,Kangaatsiaq,GL,2022-04-30 20:17:52,68.3065,-53.4641,21.34,71,10,12.48
369,Egvekinot,RU,2022-04-30 20:17:53,66.3167,-179.1667,15.26,80,100,11.01
370,Malanje,AO,2022-04-30 20:17:53,-9.5402,16.341,65.89,78,100,1.19
371,Whitehorse,CA,2022-04-30 20:17:22,60.7161,-135.0538,46.02,52,40,12.66
372,Cariati,IT,2022-04-30 20:17:54,39.4922,16.9594,60.04,66,38,1.83
373,Chuy,UY,2022-04-30 20:17:54,-33.6971,-53.4616,58.48,65,100,4.79
374,Mujiayingzi,CN,2022-04-30 20:17:54,42.1167,118.7833,44.46,20,97,9.15
375,Chalus,IR,2022-04-30 20:17:55,36.655,51.4204,62.06,88,75,4.61
376,Capao Da Canoa,BR,2022-04-30 20:17:55,-29.7456,-50.0097,66.42,71,100,10.09
377,Taoudenni,ML,2022-04-30 20:17:56,22.6783,-3.9836,85.42,14,0,11.32
378,Lagoa,PT,2022-04-30 20:17:56,39.05,-27.9833,60.98,87,0,10.51
379,Sakakah,SA,2022-04-30 20:17:56,29.9697,40.2064,89.17,11,0,16.8
380,Charters Towers,AU,2022-04-30 20:17:57,-20.1,146.2667,67.05,82,0,7.18
381,Almaguer,CO,2022-04-30 20:17:57,1.917,-76.8523,62.91,68,89,3.76
382,Venado Tuerto,AR,2022-04-30 20:17:58,-33.7456,-61.9688,60.76,31,88,8.57
383,Wladyslawowo,PL,2022-04-30 20:17:58,54.7909,18.4009,53.94,72,100,6.22
384,Voh,NC,2022-04-30 20:17:59,-20.9667,164.7,71.01,87,0,4.0
385,Govindgarh,IN,2022-04-30 20:17:59,27.5,76.9833,93.11,15,62,6.53
386,Nandgaon,IN,2022-04-30 20:17:59,20.3167,74.65,84.02,35,0,15.32
387,Portland,US,2022-04-30 20:15:47,45.5234,-122.6762,57.24,80,75,10.36
388,Vostok,RU,2022-04-30 20:18:00,46.4856,135.8833,34.84,79,100,3.78
389,Antalaha,MG,2022-04-30 20:18:00,-14.9003,50.2788,73.18,92,10,5.06
390,Manzil Salim,TN,2022-04-30 20:18:01,35.8567,8.4765,55.98,59,100,10.89
391,Warrnambool,AU,2022-04-30 20:18:01,-38.3833,142.4833,56.8,87,100,15.97
392,Diu,IN,2022-04-30 20:18:02,20.7141,70.9822,82.06,79,0,14.03
393,Fort Nelson,CA,2022-04-30 20:13:15,58.8053,-122.7002,39.94,87,94,7.78
394,Devarkonda,IN,2022-04-30 20:18:02,16.7,78.9333,92.03,36,84,3.85
395,Half Moon Bay,US,2022-04-30 20:13:58,37.4636,-122.4286,75.88,70,75,20.71
396,Zanjan,IR,2022-04-30 20:18:03,36.6736,48.4787,53.98,81,93,5.61
397,Pangoa,PE,2022-04-30 20:18:03,-12.1167,-73.0,79.61,62,64,3.71
398,Namibe,AO,2022-04-30 20:18:04,-15.1961,12.1522,74.95,81,38,7.36
399,Saldanha,ZA,2022-04-30 20:18:04,-33.0117,17.9442,58.75,87,8,12.15
400,San Martin,AR,2022-04-30 20:18:04,-33.081,-68.4681,70.34,25,0,7.29
401,Litovko,RU,2022-04-30 20:18:05,49.2361,135.1742,34.39,68,48,13.27
402,Kashan,IR,2022-04-30 20:18:05,33.9831,51.4364,67.59,68,0,2.3
403,Shingu,JP,2022-04-30 20:18:06,33.7333,135.9833,58.95,85,100,7.78
404,Souillac,MU,2022-04-30 20:18:06,-20.5167,57.5167,77.38,83,40,8.05
405,Tsaratanana,MG,2022-04-30 20:18:07,-16.7833,47.65,76.89,69,78,1.79
406,Onhaye,BE,2022-04-30 20:18:07,50.2426,4.8433,47.39,75,75,2.3
407,Sheksna,RU,2022-04-30 20:18:07,59.21,38.5107,30.16,71,20,5.61
408,San Carlos De Bariloche,AR,2022-04-30 20:18:08,-41.1456,-71.3082,49.75,62,75,6.91
409,Vila,PT,2022-04-30 20:19:08,42.0304,-8.1588,54.7,52,5,2.42
410,Coahuayana,MX,2022-04-30 20:19:09,18.7333,-103.6833,88.57,39,45,9.04
411,Te Anau,NZ,2022-04-30 20:19:09,-45.4167,167.7167,55.18,86,100,8.95
412,Dembi Dolo,ET,2022-04-30 20:19:10,8.5333,34.8,61.25,94,100,2.06
413,Svetlogorsk,BY,2022-04-30 20:19:10,52.6333,29.7333,41.18,64,15,5.14
414,Lavrentiya,RU,2022-04-30 20:19:11,65.5833,-171.0,25.86,87,100,15.26
415,Hofn,IS,2022-04-30 20:19:11,64.2539,-15.2082,47.44,83,16,9.48
416,Alexandria,EG,2022-04-30 20:15:40,31.2156,29.9553,65.97,79,3,12.06
417,Clyde,US,2022-04-30 20:18:21,41.3042,-82.9752,68.18,50,100,14.67
418,College,US,2022-04-30 20:19:12,64.8569,-147.8028,53.01,35,75,9.22
419,Batagay,RU,2022-04-30 20:19:12,67.6333,134.6333,15.28,91,65,5.66
420,Suruc,TR,2022-04-30 20:19:12,36.9761,38.425,62.29,82,100,15.64
421,Yerbogachen,RU,2022-04-30 20:19:13,61.2767,108.0108,32.02,96,100,2.95
422,Wonthaggi,AU,2022-04-30 20:19:13,-38.6044,145.5913,58.82,77,100,17.22
423,Watertown,US,2022-04-30 20:19:14,42.3709,-71.1828,62.04,41,75,10.36
424,Lorengau,PG,2022-04-30 20:19:14,-2.0226,147.2712,80.58,79,100,3.96
425,Jutai,BR,2022-04-30 20:19:15,-5.1833,-68.9,83.26,79,85,2.42
426,Mahajanga,MG,2022-04-30 20:19:15,-15.7167,46.3167,78.89,78,0,8.21
427,Kavieng,PG,2022-04-30 20:19:16,-2.5744,150.7967,81.41,75,100,3.18
428,Yangambi,CD,2022-04-30 20:19:16,0.8102,24.4336,69.49,97,88,1.23
429,Ponta Delgada,PT,2022-04-30 20:19:16,37.7333,-25.6667,63.32,88,20,9.22
430,Khilok,RU,2022-04-30 20:19:17,51.3674,110.4676,41.94,84,94,4.38
431,Gold Coast,AU,2022-04-30 20:19:17,-28.0,153.4333,68.18,95,40,9.22
432,Miri,MY,2022-04-30 20:15:06,4.4148,114.0089,76.93,86,98,3.38
433,Syumsi,RU,2022-04-30 20:19:18,57.1111,51.6149,36.14,94,98,6.24
434,Wilmington,US,2022-04-30 20:15:21,34.2257,-77.9447,80.51,50,40,8.05
435,Vryburg,ZA,2022-04-30 20:19:18,-26.9566,24.7284,55.83,30,0,7.47
436,Puerto Carreno,CO,2022-04-30 20:19:19,6.189,-67.4859,78.42,83,100,10.96
437,Tacuarembo,UY,2022-04-30 20:17:26,-31.7333,-55.9833,56.62,71,100,4.61
438,Liberal,US,2022-04-30 20:19:19,37.0431,-100.921,71.74,18,0,23.02
439,Sur,OM,2022-04-30 20:19:20,22.5667,59.5289,88.83,53,90,3.67
440,Olafsvik,IS,2022-04-30 20:19:20,64.8945,-23.7142,44.74,86,97,16.26
441,Vila Velha,BR,2022-04-30 20:19:21,-20.3297,-40.2925,80.55,82,20,8.05
442,Las Vegas,US,2022-04-30 20:16:48,36.175,-115.1372,87.24,11,0,5.75
443,Nuuk,GL,2022-04-30 20:19:21,64.1835,-51.7216,27.21,63,40,16.11
444,Morlaix,FR,2022-04-30 20:19:22,48.5833,-4.0,50.22,86,0,8.05
445,Santa Isabel Do Rio Negro,BR,2022-04-30 20:19:22,-0.4139,-65.0192,74.43,97,99,2.17
446,San Jose,US,2022-04-30 20:16:01,37.3394,-121.895,75.85,50,20,17.27
447,Buchanan,LR,2022-04-30 20:19:23,5.8808,-10.0467,80.55,83,73,8.32
448,Yelizovo,RU,2022-04-30 20:19:23,53.1873,158.3805,33.94,64,40,4.47
449,Dudinka,RU,2022-04-30 20:16:50,69.4058,86.1778,18.63,93,100,15.82
450,Farafangana,MG,2022-04-30 20:19:24,-22.8167,47.8333,72.88,84,99,3.8
451,Bethel,US,2022-04-30 20:19:24,41.3712,-73.414,64.6,33,0,9.22
452,Alofi,NU,2022-04-30 20:15:21,-19.0595,-169.9187,76.89,94,94,3.44
453,Puerto Cabezas,NI,2022-04-30 20:19:25,14.0351,-83.3888,85.96,79,40,9.22
454,Saint Anthony,US,2022-04-30 20:15:36,45.0205,-93.218,52.14,90,100,14.97
455,Jumla,NP,2022-04-30 20:19:25,29.2747,82.1838,50.77,77,70,3.96
456,Grindavik,IS,2022-04-30 20:19:25,63.8424,-22.4338,45.07,76,75,16.11
457,Komarikhinskiy,RU,2022-04-30 20:19:26,58.0979,57.1163,34.92,61,100,4.45
458,Leopold,AU,2022-04-30 20:19:26,-38.1833,144.4667,55.18,82,75,8.05
459,Bambous Virieux,MU,2022-04-30 20:20:27,-20.3428,57.7575,77.25,83,40,8.05
460,Hvide Sande,DK,2022-04-30 20:19:58,56.0045,8.1294,43.09,72,99,6.69
461,Tesistan,MX,2022-04-30 20:20:27,20.7833,-103.4833,90.45,6,57,4.34
462,Forestville,US,2022-04-30 20:20:28,38.8451,-76.875,72.14,26,20,8.05
463,Hit,IQ,2022-04-30 20:20:28,33.6416,42.8251,81.43,27,99,14.07
464,Kirovskiy,RU,2022-04-30 20:20:28,45.0917,133.5136,38.34,92,100,5.41
465,Nagornyy,RU,2022-04-30 20:20:29,52.7959,83.5498,57.31,48,34,6.71
466,Atambua,ID,2022-04-30 20:20:29,-9.1061,124.8925,72.73,90,98,4.41
467,Korla,CN,2022-04-30 20:20:30,41.7597,86.1469,58.51,29,5,3.67
468,Vao,NC,2022-04-30 20:20:30,-22.6667,167.4833,75.13,83,98,23.38
469,Chillicothe,US,2022-04-30 20:16:55,39.3331,-82.9824,60.24,94,75,6.91
470,Suntar,RU,2022-04-30 20:20:30,62.1444,117.6319,35.56,99,100,4.74
471,Santa Maria,BR,2022-04-30 20:20:31,-29.6842,-53.8069,61.9,88,0,8.05
472,Savannah Bight,HN,2022-04-30 20:20:31,16.45,-85.85,81.7,78,1,20.56
473,Arenillas,ES,2022-04-30 20:20:32,41.3471,-2.8462,55.99,56,93,3.47
474,Atyashevo,RU,2022-04-30 20:20:32,54.5644,46.0691,36.14,82,51,6.31
475,Aliwal North,ZA,2022-04-30 20:20:32,-30.6937,26.7114,52.0,46,0,6.78
476,Agara,GE,2022-04-30 20:20:33,42.0376,43.8238,55.11,90,18,3.56
477,Mana,GF,2022-04-30 20:20:33,5.6592,-53.7767,82.42,70,50,8.86
478,Cabra,ES,2022-04-30 20:20:34,37.4725,-4.4421,64.11,38,22,2.57
479,Chara,RU,2022-04-30 20:20:34,56.9064,118.2631,31.44,90,99,2.55
480,Salalah,OM,2022-04-30 20:20:34,17.0151,54.0924,86.09,79,40,5.75
481,Khotyn,UA,2022-04-30 20:20:35,48.4833,26.5,48.92,64,19,4.34
482,Matara,LK,2022-04-30 20:20:35,5.9485,80.5353,80.98,86,96,10.07
483,Palmer,US,2022-04-30 20:20:36,42.1584,-72.3287,63.95,27,40,12.66
484,Amahai,ID,2022-04-30 20:20:36,-3.3333,128.9167,78.64,85,13,3.91
485,Necochea,AR,2022-04-30 20:18:56,-38.5473,-58.7368,57.31,43,8,7.74
486,Haifa,IL,2022-04-30 20:20:37,32.8156,34.9892,68.18,77,1,1.01
487,Derzhavinsk,KZ,2022-04-30 20:20:37,51.1,66.3167,61.5,59,100,9.6
488,Butzow,DE,2022-04-30 20:20:37,53.85,11.9833,46.2,73,90,3.4
489,Broken Hill,AU,2022-04-30 20:20:21,-31.95,141.4333,49.71,81,0,4.61
490,Beitbridge,ZW,2022-04-30 20:20:38,-22.2167,30.0,74.68,43,60,7.83
491,Manavalakurichi,IN,2022-04-30 20:20:38,8.1333,77.3,82.62,84,38,13.29
492,Henties Bay,NA,2022-04-30 20:20:39,-22.116,14.2845,59.36,81,0,6.67
493,Abu Kamal,SY,2022-04-30 20:20:39,34.4506,40.9171,78.24,37,76,13.22
494,Katsuura,JP,2022-04-30 20:20:39,35.1333,140.3,56.97,73,100,9.55
495,Anjar,IN,2022-04-30 20:20:40,23.1333,70.0167,82.76,74,0,15.05
496,Lompoc,US,2022-04-30 20:20:40,34.6391,-120.4579,80.74,61,0,23.0
497,Atkinson,US,2022-04-30 20:20:41,42.8384,-71.147,61.14,37,75,11.5
498,Praia,CV,2022-04-30 20:20:41,14.9215,-23.5087,72.14,73,20,17.27
499,Kattivakkam,IN,2022-04-30 20:20:41,13.2167,80.3167,86.09,91,0,12.86
500,Methoni,GR,2022-04-30 20:20:42,36.8197,21.7049,64.22,87,3,5.06
501,Port Blair,IN,2022-04-30 20:20:15,11.6667,92.75,82.74,72,61,3.15
502,Union,US,2022-04-30 20:16:40,40.6334,-74.2663,70.32,17,0,13.8
503,Teguise,ES,2022-04-30 20:20:42,29.0605,-13.564,64.62,73,20,17.27
504,Krylovskaya,RU,2022-04-30 20:20:43,46.3194,39.9711,51.06,83,97,9.93
505,Livingston,GB,2022-04-30 20:20:43,55.9029,-3.5226,49.86,89,75,11.5
506,Panalingaan,PH,2022-04-30 20:20:43,8.7842,117.4231,78.15,85,100,3.53
507,Ginir,ET,2022-04-30 20:20:44,7.1333,40.7,58.75,87,51,4.41
508,Marawi,PH,2022-04-30 20:20:44,7.9986,124.2928,67.84,96,62,1.32
509,Alvdal,NO,2022-04-30 20:21:45,62.1077,10.6307,31.15,92,42,4.43
510,Sterling,US,2022-04-30 20:21:45,39.0062,-77.4286,71.22,29,75,6.91
511,Moose Factory,CA,2022-04-30 20:21:46,51.2585,-80.6094,44.6,52,0,16.11
512,Joao Pinheiro,BR,2022-04-30 20:21:46,-17.7425,-46.1725,80.64,36,13,6.62
513,Bayanday,RU,2022-04-30 20:21:46,53.0661,105.5139,47.32,87,100,4.27
514,Bubaque,GW,2022-04-30 20:21:47,11.2833,-15.8333,77.31,72,64,12.84
515,Paranhos,BR,2022-04-30 20:21:47,-23.8928,-55.4311,81.5,59,12,7.16
516,Luwuk,ID,2022-04-30 20:21:48,-0.9516,122.7875,77.4,89,97,3.22
517,Araouane,ML,2022-04-30 20:21:48,18.9048,-3.5265,87.13,8,0,9.73
518,Emba,KZ,2022-04-30 20:21:48,48.8264,58.1442,56.88,66,100,17.11
519,Salinopolis,BR,2022-04-30 20:21:49,-0.6136,-47.3561,79.56,85,50,8.19
520,Severo-Yeniseyskiy,RU,2022-04-30 20:21:49,60.3725,93.0408,29.23,97,100,3.69
521,Urumqi,CN,2022-04-30 20:21:50,43.801,87.6005,67.15,12,0,29.08
522,Ashtabula,US,2022-04-30 20:17:47,41.7001,-80.7665,67.51,37,0,8.05
523,Hirara,JP,2022-04-30 20:21:50,24.8,125.2833,75.31,87,100,13.15
524,Okha,RU,2022-04-30 20:21:50,53.5739,142.9478,30.38,98,100,4.52
525,Sioux Lookout,CA,2022-04-30 20:20:27,50.1001,-91.917,55.47,28,100,10.36
526,Ola,RU,2022-04-30 20:21:51,59.5833,151.2833,32.14,69,6,7.45
527,Chapais,CA,2022-04-30 20:21:51,49.7834,-74.8492,47.98,58,5,7.81
528,Coihaique,CL,2022-04-30 20:18:02,-45.5752,-72.0662,51.75,71,75,6.91
529,Bartica,GY,2022-04-30 20:21:52,6.4,-58.6167,88.12,56,97,6.46
530,Guider,CM,2022-04-30 20:21:52,9.9342,13.9486,90.95,37,97,8.9
531,Hammerfest,NO,2022-04-30 20:21:53,70.6634,23.6821,28.85,86,75,12.66
532,Blagoveshchensk,RU,2022-04-30 20:20:06,50.2667,127.5333,36.21,48,40,6.71
533,Adrar,MR,2022-04-30 20:20:59,20.5022,-10.0711,83.26,10,0,7.67
534,Qui Nhon,VN,2022-04-30 20:21:53,13.7667,109.2333,78.28,90,100,4.56
535,Berlevag,NO,2022-04-30 20:20:20,70.8578,29.0864,28.4,74,94,14.56
536,Batsfjord,NO,2022-04-30 20:21:54,70.6345,29.7185,26.38,80,91,13.8
537,Malibu,US,2022-04-30 20:21:54,34.005,-118.8101,89.51,56,33,7.65
538,Dargaville,NZ,2022-04-30 20:21:54,-35.9333,173.8833,55.89,90,80,4.45
539,Wellington,NZ,2022-04-30 20:20:02,-41.2866,174.7756,59.05,84,100,21.85
540,Cap-Aux-Meules,CA,2022-04-30 20:21:55,47.3821,-61.8597,35.65,93,100,20.71
541,Baiyin,CN,2022-04-30 20:21:55,36.5583,104.2081,41.43,23,85,1.14
542,Turukhansk,RU,2022-04-30 20:21:56,65.8167,87.9833,7.41,97,91,5.35
543,Esna,EG,2022-04-30 20:21:56,25.2934,32.554,87.82,11,99,10.04
544,Luba,GQ,2022-04-30 20:21:57,3.4568,8.5547,80.98,82,16,3.44
545,Talara,PE,2022-04-30 20:21:57,-4.5772,-81.2719,83.16,51,0,18.41
546,Abu Zabad,SD,2022-04-30 20:21:57,12.35,29.25,87.64,9,20,10.4
547,Tbilisskaya,RU,2022-04-30 20:21:58,45.3633,40.19,53.53,84,99,11.41
548,Nelson Bay,AU,2022-04-30 20:21:58,-32.7167,152.15,58.08,92,43,10.18
549,Andenes,NO,2022-04-30 20:21:59,69.3143,16.1194,30.18,93,100,12.66
550,Sokoni,TZ,2022-04-30 20:21:59,-6.4333,39.55,82.06,73,92,15.64
551,Duki,PK,2022-04-30 20:21:59,30.1541,68.5728,81.52,12,0,6.42
552,Camana,PE,2022-04-30 20:22:00,-16.6228,-72.7111,69.28,73,9,8.55
553,Bay Roberts,CA,2022-04-30 20:22:00,47.5999,-53.2648,45.52,94,100,4.0
554,Dakar,SN,2022-04-30 20:19:47,14.6937,-17.4441,72.48,88,0,6.91
555,Kununurra,AU,2022-04-30 20:22:01,-15.7667,128.7333,80.58,89,40,5.75
556,Uslar,DE,2022-04-30 20:22:01,51.6569,9.635,52.14,68,100,3.65
557,Florence,IT,2022-04-30 20:21:18,43.7667,11.25,63.73,59,0,4.61
558,Keroka,KE,2022-04-30 20:23:02,-0.7758,34.9453,56.03,98,100,3.24
559,Xam Nua,LA,2022-04-30 20:23:02,20.4197,104.0439,65.73,96,100,0.76
560,Ayame,CI,2022-04-30 20:23:03,5.6083,-3.1563,77.63,88,78,4.05
561,Cayenne,GF,2022-04-30 20:23:03,4.9333,-52.3333,84.24,25,75,9.22
562,Basco,PH,2022-04-30 20:23:04,20.4487,121.9702,81.48,78,15,11.32
563,Verkhnyaya Inta,RU,2022-04-30 20:23:04,65.9811,60.3094,22.14,78,21,9.89
564,Yeppoon,AU,2022-04-30 20:23:05,-23.1333,150.7333,65.98,93,81,9.08
565,Tateyama,JP,2022-04-30 20:23:05,34.9833,139.8667,57.96,72,100,8.72
566,Kyabe,TD,2022-04-30 20:23:06,9.4515,18.9449,90.1,38,99,3.76
567,Gamba,GA,2022-04-30 20:23:06,-2.65,10.0,77.77,86,99,7.43
568,Gohpur,IN,2022-04-30 20:23:06,26.8833,93.6333,69.12,86,79,1.07
569,Kanker,IN,2022-04-30 20:23:07,20.2719,81.4931,84.61,18,10,5.28
570,Saint-Augustin,CA,2022-04-30 20:23:07,51.226,-58.6502,38.88,88,100,15.93
