City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
273,Bara,NG,84.27,broken clouds,10.3744,10.7288,
274,Searcy,US,66.15,clear sky,35.2506,-91.7363,
276,Meulaboh,ID,82.22,overcast clouds,4.1363,96.1285,
278,Red Bluff,US,74.08,clear sky,40.1785,-122.2358,
280,Labuhan,ID,85.35,overcast clouds,-6.8844,112.2051,
282,Aitape,PG,83.1,broken clouds,-3.1374,142.3475,
283,Stabat,ID,86.2,overcast clouds,3.761,98.4513,
285,Dehloran,IR,74.59,clear sky,32.6941,47.2679,
287,Geraldton,AU,73.81,clear sky,-28.7667,114.6,
289,Tecoanapa,MX,80.6,overcast clouds,16.5167,-98.75,
291,Key Largo,US,78.01,few clouds,25.0865,-80.4473,
292,Mount Pleasant,US,73.0,broken clouds,32.7941,-79.8626,
293,Nishihara,JP,66.25,mist,26.1842,127.7558,
294,Yulara,AU,69.89,overcast clouds,-25.2406,130.9889,
298,Micheweni,TZ,78.13,light rain,-4.9667,39.8333,
299,Jardim De Piranhas,BR,75.81,broken clouds,-6.3786,-37.3519,
300,Gambo,CF,68.97,overcast clouds,4.6482,22.2633,
303,Torit,SS,69.08,scattered clouds,4.4133,32.5678,
305,Payo,ID,87.4,overcast clouds,-3.7508,103.6372,
306,Vao,NC,75.2,scattered clouds,-22.6667,167.4833,
307,Kantunilkin,MX,72.48,clear sky,21.0917,-87.45,
308,Maceio,BR,74.64,clear sky,-9.6658,-35.7353,
312,Kananga,CD,67.12,overcast clouds,-5.8958,22.4178,
318,Baoning,CN,71.46,clear sky,25.3378,110.026,
320,Abu Kamal,SY,65.89,clear sky,34.4506,40.9171,
321,Maymyo,MM,83.37,clear sky,22.0333,96.4667,
323,Mount Isa,AU,83.97,broken clouds,-20.7333,139.5,
325,Sao Filipe,CV,72.95,clear sky,14.8961,-24.4956,
326,Yaring,TH,82.29,overcast clouds,6.8662,101.3689,
327,Marawi,PH,82.13,broken clouds,7.9986,124.2928,
330,Shu,KZ,72.28,broken clouds,43.5983,73.7614,
331,Cayenne,GF,81.09,broken clouds,4.9333,-52.3333,
332,Kieta,PG,83.97,light rain,-6.2167,155.6333,
333,Bangkalan,ID,87.75,scattered clouds,-7.0455,112.7351,
334,Kantang,TH,89.69,few clouds,7.4054,99.5156,
335,Tallahassee,US,69.33,few clouds,30.4383,-84.2807,
337,Tessalit,ML,72.18,clear sky,20.1986,1.0114,
339,Mahibadhoo,MV,84.96,overcast clouds,3.7833,72.9667,
340,Lima,PE,66.9,clear sky,-12.0432,-77.0282,
341,Moree,AU,78.82,broken clouds,-29.4667,149.85,
346,Cockburn Town,TC,77.34,overcast clouds,21.4612,-71.1419,
347,Acapulco,MX,78.62,broken clouds,16.8634,-99.8901,
348,Liku,ID,87.33,scattered clouds,-0.7275,119.8922,
349,Mabaruma,GY,74.59,few clouds,8.2,-59.7833,
357,Poum,NC,78.78,few clouds,-20.2333,164.0167,
359,Samarai,PG,83.05,scattered clouds,-10.6167,150.6667,
360,Kavaratti,IN,85.15,overcast clouds,10.5669,72.642,
364,Port Lincoln,AU,66.99,clear sky,-34.7333,135.8667,
365,Carutapera,BR,75.09,light rain,-1.195,-46.02,
366,Pokhara,NP,76.51,broken clouds,28.2333,83.9833,
372,Kalawit,PH,85.57,broken clouds,8.0667,122.5167,
373,Natal,BR,77.22,broken clouds,-5.795,-35.2094,
374,Russell,US,71.2,clear sky,32.3502,-85.1999,
375,Vila Velha,BR,78.75,clear sky,-20.3297,-40.2925,
376,Evans,US,73.6,few clouds,33.5337,-82.1307,
377,Robertsport,LR,81.43,light rain,6.7533,-11.3686,
380,Hit,IQ,70.18,clear sky,33.6416,42.8251,
384,Lorengau,PG,84.47,moderate rain,-2.0226,147.2712,
388,Flinders,AU,76.17,clear sky,-34.5833,150.8552,
389,Jalu,LY,74.16,overcast clouds,29.0331,21.5482,
390,Jibuti,DJ,75.51,few clouds,11.5,42.5,
393,Mitu,CO,70.99,few clouds,1.1983,-70.1733,
396,Oliveira Dos Brejinhos,BR,67.32,clear sky,-12.3169,-42.8961,
398,Arlit,NE,81.16,clear sky,18.7369,7.3853,
401,Bonthe,SL,80.44,broken clouds,7.5264,-12.505,
402,Tual,ID,83.17,scattered clouds,-5.6667,132.75,
403,Papara,BR,77.4,overcast clouds,-3.9839,-38.7273,
404,Goure,NE,84.67,scattered clouds,13.9835,10.2704,
409,Manta,EC,76.78,overcast clouds,-0.95,-80.7333,
410,Yuci,CN,67.75,clear sky,37.6803,112.7319,
417,Ambilobe,MG,71.65,scattered clouds,-13.2,49.05,
419,Saint-Pierre,RE,73.08,clear sky,-21.3393,55.4781,
421,Arawa,PG,84.85,light rain,-6.2132,155.5367,
424,Coxim,BR,73.0,clear sky,-18.5067,-54.76,
425,Abu Dhabi,AE,80.62,clear sky,24.4667,54.3667,
426,Kiama,AU,76.37,clear sky,-34.6833,150.8667,
428,Birin,NP,67.33,few clouds,26.8865,88.0718,
429,Dhidhdhoo,MV,85.66,broken clouds,6.8833,73.1,
431,Matay,EG,71.85,overcast clouds,28.419,30.7792,
433,Erdenet,MN,66.45,few clouds,49.0333,104.0833,
435,Grand Gaube,MU,74.37,clear sky,-20.0064,57.6608,
436,Itoman,JP,66.97,broken clouds,26.1247,127.6694,
438,Kihei,US,77.02,light rain,20.785,-156.4656,
443,Bathsheba,BB,79.41,broken clouds,13.2167,-59.5167,
450,Carauari,BR,73.15,overcast clouds,-4.8828,-66.8958,
452,Aksu,CN,67.3,clear sky,41.1231,80.2644,
455,Pringsewu,ID,88.68,overcast clouds,-5.3582,104.9744,
456,Aneho,TG,80.19,overcast clouds,6.2333,1.6,
457,Pangoa,PE,68.67,broken clouds,-12.1167,-73.0,
458,Mogadishu,SO,81.05,moderate rain,2.0371,45.3438,
459,Caravelas,BR,72.93,clear sky,-17.7125,-39.2481,
463,Bogalusa,US,76.75,clear sky,30.791,-89.8487,
465,Japura,ID,86.45,overcast clouds,-0.3167,102.35,
468,Los Llanos De Aridane,ES,66.13,clear sky,28.6585,-17.9182,
470,Acarau,BR,78.53,overcast clouds,-2.8856,-40.12,
471,Tifton,US,69.76,clear sky,31.4505,-83.5085,
474,Hervey Bay,AU,69.03,light rain,-25.2986,152.8535,
475,Dubai,AE,78.73,clear sky,25.2582,55.3047,
477,Esperance,AU,68.49,scattered clouds,-33.8667,121.9,
480,Rabaul,PG,84.34,clear sky,-4.1967,152.1721,
482,Sinnamary,GF,77.86,overcast clouds,5.3833,-52.95,
483,Salalah,OM,84.29,scattered clouds,17.0151,54.0924,
485,Juba,SS,69.96,light rain,4.8517,31.5825,
486,Siavonga,ZM,65.7,few clouds,-16.5382,28.7088,
487,Ixtapa,MX,76.23,few clouds,20.7,-105.2,
488,Riverside,US,79.09,clear sky,33.7333,-116.0508,
489,Enterprise,US,73.94,clear sky,36.0252,-115.2419,
491,Healdsburg,US,67.91,clear sky,38.6105,-122.8692,
493,Eyl,SO,84.2,light rain,7.9803,49.8164,
494,Ipixuna,BR,74.14,light rain,-1.7625,-48.8043,
497,Gamba,GA,76.33,light rain,-2.65,10.0,
498,Tamiahua,MX,78.76,overcast clouds,21.2667,-97.45,
499,Trincomalee,LK,85.86,broken clouds,8.5711,81.2335,
500,Suez,EG,65.28,scattered clouds,29.9737,32.5263,
501,Hami,CN,71.58,broken clouds,42.8,93.45,
503,Fare,PF,80.96,overcast clouds,-16.7,-151.0167,
505,San Andres,CO,77.02,overcast clouds,12.5847,-81.7006,
509,Piacabucu,BR,77.32,scattered clouds,-10.4056,-36.4344,
510,Porto Novo,BJ,78.94,broken clouds,6.4965,2.6036,
511,Alofi,NU,82.29,overcast clouds,-19.0595,-169.9187,
512,Karratha,AU,88.03,broken clouds,-20.7377,116.8463,
515,Along,IN,79.52,overcast clouds,28.1667,94.7667,
516,Limbe,CM,77.54,moderate rain,4.0242,9.2149,
518,Harlingen,US,80.51,overcast clouds,26.1906,-97.6961,
520,Tondano,ID,84.29,scattered clouds,1.3038,124.9112,
524,Kalmunai,LK,84.38,broken clouds,7.4167,81.8167,
528,Olinda,BR,76.73,broken clouds,-8.0089,-34.8553,
529,Harper,LR,80.04,scattered clouds,4.375,-7.7169,
531,Bodden Town,KY,80.6,clear sky,19.2833,-81.25,
534,Agadez,NE,82.08,clear sky,19.75,10.25,
535,Nichinan,JP,69.48,overcast clouds,31.6,131.3667,
539,Lamu,KE,82.62,light rain,-2.2717,40.902,
542,Kamphaeng Phet,TH,84.74,broken clouds,16.25,99.5,
545,Bobo Dioulasso,BF,81.1,broken clouds,11.1771,-4.2979,
546,Dharmavaram,IN,87.04,few clouds,14.4333,77.7167,
547,Imbituba,BR,66.85,overcast clouds,-28.24,-48.6703,
549,Biltine,TD,83.77,broken clouds,14.5333,20.9167,
550,Makokou,GA,69.8,light rain,0.5738,12.8642,
551,Maragogi,BR,76.53,scattered clouds,-9.0122,-35.2225,
554,Victor Harbor,AU,69.01,clear sky,-35.5667,138.6167,
555,Port Macquarie,AU,71.89,scattered clouds,-31.4333,152.9167,
556,Araouane,ML,75.25,clear sky,18.9048,-3.5265,
558,Mumford,GH,80.69,overcast clouds,5.2618,-0.759,
559,Urubicha,BO,71.83,few clouds,-15.3833,-62.95,
561,Axim,GH,79.81,overcast clouds,4.8699,-2.2405,
563,Lagos,NG,77.63,overcast clouds,6.5833,3.75,
564,Bulgan,MN,67.06,scattered clouds,48.8125,103.5347,
568,Guiberoua,CI,72.54,light rain,6.2392,-6.1727,
569,Nata,PA,78.06,overcast clouds,8.3333,-80.5167,
570,Tevaitoa,PF,81.05,overcast clouds,-16.7833,-151.5,
574,Roswell,US,71.96,clear sky,34.0232,-84.3616,
576,Mapiripan,CO,72.88,broken clouds,2.8892,-72.1256,
577,Bambanglipuro,ID,86.88,overcast clouds,-7.95,110.2833,
580,Havelock,US,71.58,overcast clouds,34.8791,-76.9013,
581,Akyab,MM,86.16,few clouds,20.15,92.9,
583,Moindou,NC,80.56,scattered clouds,-21.6924,165.677,
585,Galveston,US,77.95,broken clouds,29.3669,-94.9669,
586,Kasongo-Lunda,CD,68.11,overcast clouds,-6.4667,16.8167,
592,Trinidad,BO,74.28,broken clouds,-14.8333,-64.9,
593,Townsville,AU,79.68,overcast clouds,-19.25,146.8,
594,San Isidro,PE,68.02,clear sky,-12.1167,-77.05,
595,Ginda,IN,74.61,clear sky,30.6945,78.4932,
596,San Ciro De Acosta,MX,73.87,broken clouds,21.6333,-99.8167,
599,Rancho Veloz,CU,75.09,clear sky,22.8806,-80.3917,
600,Neiafu,TO,84.88,broken clouds,-18.65,-173.9833,
601,Buala,SB,84.31,light rain,-8.145,159.5921,
605,Wanning,CN,68.49,overcast clouds,18.8003,110.3967,
606,Huarmey,PE,65.95,overcast clouds,-10.0681,-78.1522,
607,San Policarpo,PH,83.5,overcast clouds,12.1791,125.5072,
610,Beni Suef,EG,69.55,broken clouds,29.0731,31.0979,
612,Poya,NC,81.55,scattered clouds,-21.35,165.15,
615,Manadhoo,MV,85.95,broken clouds,5.7667,73.3833,
616,Semey,KZ,75.42,clear sky,50.4111,80.2275,
617,Kapit,MY,89.44,overcast clouds,2.0167,112.9333,
618,Sainte-Marie,RE,74.41,clear sky,-20.8968,55.5496,
619,Tanete,ID,89.2,broken clouds,-3.9443,119.7848,
620,Omboue,GA,77.14,moderate rain,-1.5746,9.2618,
623,Lazaro Cardenas,MX,76.12,scattered clouds,17.9583,-102.2,
625,Amarante Do Maranhao,BR,73.36,overcast clouds,-5.5667,-46.7422,
626,Phayao,TH,72.36,moderate rain,19.25,100.25,
631,Khawhai,IN,76.87,clear sky,23.3667,93.1167,
637,Bayangol,RU,67.01,broken clouds,50.6977,103.4656,
638,Duku,NG,82.24,few clouds,11.2361,4.9073,
640,Miandrivazo,MG,66.51,clear sky,-19.5167,45.4667,
646,San Lorenzo,PY,68.94,overcast clouds,-25.3333,-57.5333,
648,Banda Aceh,ID,85.89,overcast clouds,5.5577,95.3222,
650,Soyo,AO,77.45,overcast clouds,-6.1349,12.3689,
653,Sakakah,SA,65.77,clear sky,29.9697,40.2064,
655,Rio Branco,BR,75.81,clear sky,-9.9747,-67.81,
658,Silchar,IN,82.81,light rain,24.8167,92.8,
661,Ust-Ordynskiy,RU,65.39,overcast clouds,52.805,104.7508,
664,Conakry,GN,80.17,scattered clouds,9.538,-13.6773,
665,Pitimbu,BR,75.79,few clouds,-7.4706,-34.8086,
669,Busing,PH,82.83,broken clouds,13.1514,122.9714,
670,Zhanakorgan,KZ,76.05,overcast clouds,43.9098,67.2495,
673,Pucallpa,PE,77.04,few clouds,-8.3791,-74.5539,
679,Diffa,NE,86.9,few clouds,13.3154,12.6113,
681,Phan Thiet,VN,86.4,overcast clouds,10.9333,108.1,
682,Mayor Pablo Lagerenza,PY,68.0,broken clouds,-19.9309,-60.7718,
